title_1,reference-count,subj,year,month,day,row_num
"XXIV. <i>An historical description of an ancient picture in</i> Windsor-castle, <i>representing the interview between king</i> Henry VIII. <i>and the</i> French <i>king</i> Francis I. <i>between</i> Guînes <i>and</i> Ardres, <i>in the year</i> 1520. <i>By Sir</i> Joseph Ayloffe, <i>Baronet</i>, V.P.A.S. <i>and</i> F.R.S.",21,General Medicine,1775,,,2
"XXIII. <i>A Dissertation on a singular Coin of</i> Nerva, <i>in a Letter to</i> Matthew Duane, <i>Esquire, from the Reverend Mr.</i> Ashby, <i>B. D. President of</i> St. John's College, Cambridge",21,General Medicine,1775,,,3
"XLIII. <i>An Account of the Body of King</i> Edward <i>the First, as it appeared on opening his Tomb in the Year</i> 1774. <i>By Sir</i> Joseph Ayloffe, <i>Bart.</i> V.P.S.A. <i>and</i> F.R.S.",9,General Medicine,1775,,,4
"I. <i>Of the Horn, as a Charter or Instrument of Conveyance. Some Observations on</i> Mr. Samuel Foxlowe's <i>Horn; as likewise on the Nature and Kinds of these Horns in general. By Mr.</i> Pegge",9,General Medicine,1775,,,5
"XI. <i>The Question considered, whether</i> England <i>formerly produced any Wine from Grapes. By the Reverend Mr.</i> Pegge",6,General Medicine,1775,,,6
"XXVII. <i>An Account of some ancient</i> English <i>Historical Paintings at</i> Cowdry, <i>in</i> Sussex. <i>By Sir</i> Joseph Ayloffe. <i>Bart.</i> V.P.A.S. <i>and</i> F.R.S.",6,General Medicine,1775,,,7
"XVIII. <i>Memoir concerning the Sac-Friars, or</i> Fratres de Poenitentia Jesu Christi, <i>as settled here in</i> England. <i>By the Reverend Mr.</i> Pegge",5,General Medicine,1775,,,8
XXXVII. <i>Observations on the</i> Corbridge <i>Altars. By the Hon.</i> Dairies Barrington. <i>In a Letter to the President</i>,3,General Medicine,1775,,,9
"XVII. <i>Observations on some</i> Roman <i>Altars, found in</i> August 1771, <i>near</i> Graham's Dyke. <i>By Mr.</i> Gough",3,General Medicine,1775,,,10
Electrische Versuche,104,General Physics and Astronomy,1800,,,1
"Einige Bemerkungen über die Cohäsion, und über den Zusammenhang derselben mit dem Magnetismus",75,General Physics and Astronomy,1800,,,2
Beitrag zur Berichtigung des Streits über die ersten Gründe der Hygrologie und Hygrometrie,53,General Physics and Astronomy,1800,,,3
Ideen zu einer Theorie des Magneten,42,General Physics and Astronomy,1800,,,4
"Beobachtungen über die Brechung der Lichtstrahlen, die nahe über der Erdfläche hinfahren",19,General Physics and Astronomy,1800,,,5
"Physikalische Merkwürdigkeiten bei dem letzten Ausbruche des Versuvs, den 15ten Juni 1794; gesammelt",18,General Physics and Astronomy,1800,,,6
Anmerkungen zu dem vorstehenden Aufsatze des B. HASSENFRATZ,16,General Physics and Astronomy,1800,,,7
"Optische Bemerkungen, besonders über die Reflexibilität der Lichtstrahlen",16,General Physics and Astronomy,1800,,,8
"Untersuchungen und Erfahrungen über die Seitenmittheilung der Bewegung in flüssigen Körpern, angewandt auf die Erklärung verschiedner hydraulischer Erscheinungen",14,General Physics and Astronomy,1800,,,9
Beobachtungen über scheinbare Verdoppelung der Gegenstände für das Auge,10,General Physics and Astronomy,1800,,,10
"Physikalische Erörterungen über den Kreislauf des Blutes in dem thierischen Körper und über die Kräfte, welche ihn hervorbringen",56,General Physics and Astronomy,1817,,,1
Versuch einer Vergleichung des Turmalins mit den trockenen electrischen Säulen,25,General Physics and Astronomy,1817,,,2
"Versuch, die Lehre Davy's über die Natur der oxydirten Salzsäure, als die wahrscheinlichere darzuthun, und die dagegen von Berzelius gemachten Einwürfe zu beseitigen",24,General Physics and Astronomy,1817,,,3
Ueber die Höhe von Bergen in Hindostan,9,General Physics and Astronomy,1817,,,4
Der Electrophantes (Electricitätsweiser) eine electrische Vorrichtung durch dynamische Naturforschung entdeckt,7,General Physics and Astronomy,1817,,,5
"Beschreibung des Newman'schen chemischen Gebläses mit stark verdichtetem Knallgas, und der Versuche, welche mit demselben angestellt hat",7,General Physics and Astronomy,1817,,,6
Versuch einer Erklärung der Wirkung einer Besetzung von losem Sande beim Sprengen mit Schiesspulver,7,General Physics and Astronomy,1817,,,7
"Zur Geschichte der Argand'schen und ähnlicher neuerer Lampen, insbesondere der Rumford'schen und der Astral-Lampe",7,General Physics and Astronomy,1817,,,8
Ueber das Königswasser,5,General Physics and Astronomy,1817,,,9
"Untersuchungen über den Körper, welcher dem Blut die rothe Farbe giebt",5,General Physics and Astronomy,1817,,,10
Ueber die sogenannten Getreide- und Schwefel-Regen,43,General Physics and Astronomy,1831,,,1
Betrachtungen über die Temperatur und den hygrometrischen Zustand der Luft in einigen Theilen von Asien,36,General Physics and Astronomy,1831,,,2
"Chemische Untersuchung des Spinells, und der Minerale von analoger Zusammensetzung",20,General Physics and Astronomy,1831,,,3
IX. <i>Notes on some recent improvements of the steam-engines in Cornwall</i>,19,,1831,8,,4
III.—On Buddha and the Phrabát,18,,1831,7,,5
"Von der Wirkung zwischen Platinchlorid und Alkohol, und von den dabei entstehenden neuen Substanzen",14,General Physics and Astronomy,1831,,,6
Ueber Moussons und Passat,12,General Physics and Astronomy,1831,,,7
Beobachlungen über das Nordlicht vom 7. Januar 1831,12,General Physics and Astronomy,1831,,,8
"I. <i>Reply to a note in the</i> Rev. Mr. Conybeare's <i>paper entitled “An examination of those phænomena of geology, which seem to bear most directly on theoretical speculations”</i>",10,,1831,1,,9
IV. <i>Of the conditions of life</i>,10,,1831,7,,10
"Historisch geographische und ethnographische Verbreitung der Theekultur, des Theeverkehrs und Theeverbrauchs, zumal auf dem Landwege, aus dem Süden China's durch Tübet, die Mongolei, nach West—Asien und Europa, über die Urga und Kjachta",74,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1833,,,1
"Historisch-geographische und ethnographische Verbreitung der Theekultur, des Theeverkehrs und Theeverbrauchs, zumal auf dem Landwege, aus dem Süden China's durch Tübet, die Mongolei, nach West-Asien und Europa, über die Urga und Kjachta",48,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1833,,,2
Dritte Reihe von Experimental-Untersuchungen über Elektricität,40,General Physics and Astronomy,1833,,,3
Dritte Reihe von Experimental-Untersuchungen über Elektricität,29,General Physics and Astronomy,1833,,,4
Versuche zur Bestimmung der Dichtigkeit des Wasserdampfs,22,General Physics and Astronomy,1833,,,5
LIX. <i>Experimental researches in electricity.—Third series</i>,19,,1833,11,,6
Physicalische Theorie der elektro-dynamischen Vertheilung,15,General Physics and Astronomy,1833,,,7
XVII. Remarks on some Inscriptions found in Lycia and Phrygia,15,,1833,7,,8
Betrachtungen über die Zusammensetzung der organischen Atome,15,General Physics and Astronomy,1833,,,9
XXXI. <i>Experimental researches in electricity</i>.—<i>Third series</i>,12,,1833,9,,10
Art. I.—On the Dynasty of the Sáh Kings of Suráshtra,168,"General Arts and Humanities, Cultural Studies",1849,1,,1
Art. VI.—The Pehlví Coins of the early Mohammedan Arabs,147,"General Arts and Humanities, Cultural Studies",1849,1,,2
Untersuchungen über die Isogeothermen der Alpen,45,General Physics and Astronomy,1849,,,3
Art. X.—On the Inscriptions of Assyria and Babylonia,32,"General Arts and Humanities, Cultural Studies",1849,1,,4
"Reports, retrospects, and scientific intelligence",31,General Medicine,1849,11,,5
Beobachtungen über die Galle verschiedener Thiere,30,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1849,,,6
Ueber die elektromotorische Kraft der Gase,29,General Physics and Astronomy,1849,,,7
Ueber die durch den elektrischen Strom hervorgebrachten Töne,27,General Physics and Astronomy,1849,,,8
Ueber das Verhalten des Quecksilbers bei seiner elektro-magnetischen Rotation,27,General Physics and Astronomy,1849,,,9
Ueber die Regenverhältnisse der Alpen,25,General Physics and Astronomy,1849,,,10
Ueber die physikalischen Eigenschaften des Eises und deren Zusammenhang mit den vorzüglichsten Phänomenen der Gletscher,38,General Physics and Astronomy,1850,,,1
Reviews and bibliographical notices,32,General Medicine,1850,5,,2
Ueber das Verhalten krystallisirter Körper zwischen den Polen eines Magneten,31,General Physics and Astronomy,1850,,,3
Untersuchungen über die Thalbildung und die Formen der Gebirgszüge in den Alpen,28,General Physics and Astronomy,1850,,,4
On the mental disorders of pregnancy and childbed,27,General Medicine,1850,2,,5
Reviews and bibliographical notices,26,General Medicine,1850,11,,6
"Reports, retrospects, and scientific intelligence",25,General Medicine,1850,8,,7
Anweisung zur Beobachtung der Windhosen oder Tromben,25,General Physics and Astronomy,1850,,,8
Ueber die Zusammensetzung der atmosphärischen Luft zu Moskau während der Cholerazeit,21,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1850,,,9
Ueber die chemische Constitution und Natur der organischen Radicale,20,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1850,,,10
Die Aerzte und das Medicinalwesen der Schweiz im Mittelalter,197,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1862,1,,1
Die Aerzte und das Medicinalwesen der Schweiz im Mittelalter,97,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1862,9,,2
Ueber den Einfluss von Herzhypertrophie und Erkrankungen der Ilirnarterien auf das Zustandekommen von Haemorrhagia cerebri,76,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1862,5,,3
"Ueber die Gesetze der Vertheilung des Magnetismus in Elektromagneten, bezüglich einiger von Hrn. Prof. Wiedemann in Basel erhobener Bedenken",57,General Physics and Astronomy,1862,,,4
Zur Frage von der Muskelirritabilität,48,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1862,5,,5
Ueber das Gefrieren des Wassers und über die Bildung des Hagels,43,General Physics and Astronomy,1862,,,6
Ueber die Abhängigkeit der Fortpflanzung des Lichts von der Körperdichte,40,General Physics and Astronomy,1862,,,7
Ueber die Lähmungen nach Diphtheria,37,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1862,1,,8
Beiträge zur Kenntniss des Glaucoms,37,"Cellular and Molecular Neuroscience, Sensory Systems, Ophthalmology",1862,9,,9
XLV.—<i>On</i>Ephedra,36,General Medicine,1862,6,,10
Carbohydrates,8259,,1987,,,1
Spezielle Strahlentherapie der malignen Tumoren,3088,,1987,,,2
Literatur,2456,,1987,,,3
Literaturverzeichnis,2434,,1987,,,4
Coinage and Currency,2392,,1987,8,28,5
Trade and Industry under the Later Roman Empire in the West,2382,,1987,8,28,6
The Trade of Medieval Europe: the North,2362,,1987,8,28,7
Mining and Metallurgy in Medieval Civilisation,2310,,1987,8,28,8
The Woollen Industry,2260,,1987,8,28,9
"Asia, Africa and the Trade of Medieval Europe",2258,,1987,8,28,10
Gould-Hopper Based Degenerate Truncated Bernoulli Polynomials,18,,2026,9,1,1
An Historical Account of the Origin and Establishment of the Society of Antiquaries,50,General Medicine,1770,,,1
"LV. <i>Of the Introduction, Progress, State, and Condition, of the Vine in</i> Britain: <i>By</i> Samuel Pegge <i>M.A. S.A.S.</i>",14,General Medicine,1770,,,2
XLVIII. <i>Dissertation Litteraire sur une Colonie</i> Egiptiene <i>etablie à</i> Athènes: <i>Presentée à l'illustre Academie des Antiquaires de</i> Londres. <i>Par</i> Fred. Samuel Schmidt <i>de</i> Berne,11,General Medicine,1770,,,3
"LVII. <i>A Copy of a Deed in</i> Latin <i>and</i> Saxon, <i>of</i> Odo, <i>Bishop of</i> Baieux, <i>half Brother of</i> William <i>the Conqueror; with some Observations thereon by</i> Samuel Pegge, <i>A.M.</i>",10,General Medicine,1770,,,4
"XXXIX. <i>An Historical Dissertation upon the antient</i> Danish <i>Horn, kept in the Cathedral Church of</i> York. <i>Anno Domini</i> mdccxviii. <i>By</i> Samuel Gale, <i>Esquire. Presented by Dr.</i> Stukely <i>to the Antiquarian Society</i>, February 20, 1755; <i>together with a</i> Runic <i>Plate</i>",10,General Medicine,1770,,,5
XXXVII. <i>Some Observations on an antique Marble of the Earl of</i> Pembroke,10,General Medicine,1770,,,6
"V. <i>Observations upon Shrines, by</i> John Loveday, <i>of</i> Caversham, <i>Esquire</i>",8,General Medicine,1770,,,7
"LXI. <i>Observations on the Wardrobe Account for the Year</i> 1483; <i>wherein are contained the Deliveries made for the Coronation of King</i> Richard <i>the</i> Third, <i>and some other Particulars relative to the History of that Monarch, by the Reverend Doctor</i> Milles, <i>Dean of</i> Exeter, <i>President of the Society</i>",8,General Medicine,1770,,,8
"XLIX. Ogmius Luciani <i>ex Celticismo illustratus, auctore</i> Frid. Samuel Schmidt Helvet Bernas",4,General Medicine,1770,,,9
"LI. <i>An Account of some Remains of</i> Roman <i>and other Antiquities, in and near the City of</i> Brecknock, <i>in</i> South Wales: <i>By</i> John Strange, <i>Esquire. In a Letter to the President, Council, and Fellows of the Society of Antiquaries</i>",3,General Medicine,1770,,,10
"I. <i>A Sketch of the History of the</i> Asylum, <i>or</i> Sanctuary, <i>from its Origin to the final Abolition of it in the Reign of</i> James I. <i>By the Rev.</i> Samuel Pegge",128,General Medicine,1787,,,1
"XX. <i>A circumstantial Detail of the Battle of</i> Lincoln, <i>A. D.</i> 1217, I Henry III. <i>By the Rev.</i> Samuel Pegge. <i>In a Letter to the Rev.</i> William Norris, <i>Secretary of the Society of Antiquaries</i>",20,General Medicine,1787,,,2
"XXII. <i>Doubts and conjectures concerning the reason commonly assigned for inserting or omitting the words</i> Ecclesia <i>and</i> Presbyter <i>in</i> Domesday Book. <i>By the Rev.</i> Samuel Denne. <i>In a Letter to the Rev. Mr.</i> Norris, <i>Secretary</i>.",16,General Medicine,1787,,,3
"XIX. <i>Observations on our antient Churches. By the Rev. Mr.</i> Ledwich, <i>F.A.S. In a Letter to the Rev. Mr.</i> Norris, <i>Secretary</i>",13,General Medicine,1787,,,4
"XXXVI. <i>On the Origin of the</i> Jews <i>in</i> England. <i>By Mr.</i> John Caley, <i>F.A.S.</i>",13,General Medicine,1787,,,5
"XXXI. <i>An Account of the obsolete Office of Purveyor to the King's Houshold. By</i> William Bray, <i>Esq. F.S.A.</i>",11,General Medicine,1787,,,6
XVIII<sup>*</sup>. <i>Some observations on the Invention of Cards and their Introduction into</i> England. <i>By Mr.</i> Gough,10,General Medicine,1787,,,7
"II. <i>Reasons for doubting whether the Genii of particular Persons or Lares properly so called be really</i> Panthea. <i>By</i> Francis Philip Gourdin, <i>a Benedictine of the Congregation of</i> St. Maur, <i>Librarian of the Abbey of</i> St. Ouen, <i>Member of the Royal Academy of</i> Rouen, <i>and of the Literary Society of</i> Boulogne, <i>and honorary Fellow of the Society of Antiquaries of</i> London",9,General Medicine,1787,,,8
"XXVIII. <i>An Essay on the elegant ornamental</i> Cameos <i>of the</i> Barberini Vase, <i>with a View to an Explanation of them, and their reference to History. By</i> Charles Marsh, <i>Esq. F.A.S. Addressed to the Rev. Mr.</i> Norris, <i>Secretary</i>.",6,General Medicine,1787,,,9
"III. <i>Observations by the Rev. Mr.</i> Pegge <i>on the</i> Stanton-Moor <i>Urns, and Druidical Temple. In a Letter to Major</i> Rooke",6,General Medicine,1787,,,10
Allgemeine Grundsätze und Regeln der Pflanzenzucht,419,,1888,,,1
Spezielle Regeln für Erziehung der einzelnen Holzarten im Saat- und Pflanzbeet,229,,1888,,,2
Ueber Karyokinese und ihre Beziehungen zu den Befruchtungsvorgängen,216,General Medicine,1888,12,,3
Ueber chirurgische Behandlung der suppurirenden venerischen Bubonen,150,"Dermatology, General Medicine",1888,12,,4
Ueber chirurgische Behandlung der suppurirenden venerischen Bubonen,150,"Dermatology, General Medicine",1888,12,,5
Die Verknöcherung des Unterkiefers und die Metaplasiefrage,145,General Medicine,1888,12,,6
Zur Constitution des Natriumacetessigäthers,133,,1888,6,16,7
Bacteriology,124,"Public Health, Environmental and Occupational Health, General Medicine",1888,5,,8
Association and Congress Meetings,111,,1888,1,,9
Die Constitution der isomeren Naphtalinderivate. I. Die α-α-disubstituirten Verbindungen,107,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1888,,,10
Nachweis und Bestimmung der Hydroxylgruppe,879,,1909,,,1
Nachweis und Bestimmung der Carbonylgruppe,662,,1909,,,2
D. Die einzelnen romanischen Sprachen und Literaturen.,476,"Literature and Literary Theory, Linguistics and Language, Language and Linguistics",1909,,,3
"Primäre, sekundäre und tertiäre Amingruppen. — Ammoniumbasen. — Nitrilgruppe. — Isonitrilgruppe. — An den Stickstoff gebundenes Alkyl. — Betaingruppe. — Säureamide. — Säureimide",448,,1909,,,4
Sir Otho de Grandison 1238?–1328,361,History,1909,12,,5
Nachweis und Bestimmung der Carboxylgruppe,360,,1909,,,6
Vorbereitung der Substanz zur Analyse. Reinigungsmethoden für organische Substanzen,354,,1909,,,7
Bibliography of Archaeological Books 1908,343,"Archeology, Archeology",1909,4,1,8
XII.—Pythagoras and the Doctrine of Transmigration,325,"General Arts and Humanities, Cultural Studies",1909,7,,9
Zur Pathologie der cerebralen Sehbahn unter besonderer Berücksichtigung ihrer Ergebnisse für die Anatomie und Physiologie,316,"Cellular and Molecular Neuroscience, Sensory Systems, Ophthalmology",1909,10,,10
References,5977,,1999,,,1
Lexikon der Syndrome und Fehlbildungen,5493,,1999,,,2
Paul: from the Jewish point of view,3956,,1999,12,9,3
Fractionation of Polymers,3845,,1999,2,22,4
"The social, economic and political history of Palestine 63<scp>bce–ce</scp>70",3836,,1999,12,9,5
Jewish elements in gnosticism and magic<i>c.</i><scp>ce</scp>70–<i>c.</i><scp>ce</scp>270,3761,,1999,12,9,6
The legacy of Egypt in Judaism,3730,,1999,12,9,7
Jesus: from the Jewish point of view,3701,,1999,12,9,8
Josephus (<scp>ce</scp>37–<i>c.</i>100),3681,,1999,12,9,9
The Samaritans and their sects,3675,,1999,12,9,10
Die Pathologie der Zähne,2365,,1928,,,1
Erkrankungen der Zirkulationsorgane,2031,,1928,,,2
Erkrankungen der Zirkulationsorgane,2014,,1928,,,3
Die Entzündungen des Magens,1747,,1928,,,4
"Verletzungen des Kehlkopfes, der Luftröhre und der Bronchien",1629,,1928,,,5
Schädigungen durch Salvarsan,1569,,1928,,,6
Begriffsbestimmung.,1507,,1928,,,7
Gynäkologische Urologie,1435,,1928,,,8
Physiologie der blutbildenden Organe,1284,,1928,,,9
Die Störungen im ovariellen Zyklus.,1213,,1928,,,10
Class Magnoliopsida (Dicotyledons),8737,,2009,,,1
Bibliography,6341,,2009,7,15,2
Philosophy and theology,5119,,2009,12,17,3
Essence and existence,5100,,2009,12,17,4
Mysticism,5094,,2009,12,17,5
Just war,5087,,2009,12,17,6
Realism,5086,,2009,12,17,7
Religious authority and the state,5086,,2009,12,17,8
Poverty,5085,,2009,12,17,9
Individual autonomy,5082,,2009,12,17,10
"Uebersicht der Beobachtungen der Herren von Cassini zu Paris, und Wilke zu Stockholm, über die täglichen und die jährlichen Veränderungen in der Abweichung der Magnetnadel",26,General Physics and Astronomy,1808,,,1
III. <i>Additional memoir upon living and fossil elephants</i>,15,,1808,2,,2
"Einige Beobachtungen magnetischer Abweichungen und Neigungen, zusammen gestellt",15,General Physics and Astronomy,1808,,,3
"Notiz von der in der kön. Societät zu London, als Bakerian Lecture, am 12. und 19ten Nov. 1807 vorgelesenen Abhandlung, über die Zersetzung oder die Analyse der feuerbeständigen Alkalien",15,General Physics and Astronomy,1808,,,4
"Untersuchungen, wie Schwefel und Kohle gegenseitig auf einander einwirken",14,General Physics and Astronomy,1808,,,5
"Darstellung der physisch-chemischen Eigenschaften der Steine, welche am 22sten Mai 1808 bei und in Stannern in Mähren aus der Luft gefallen sind",13,General Physics and Astronomy,1808,,,6
XXXII. <i>On the identity of silex and oxygen</i>,13,,1808,8,,7
"Verwandlung der Alkalien in Metalle durch galvani'sche Electricität, von deutschen Naturforschern",12,General Physics and Astronomy,1808,,,8
Versuche mit den Dämpfen des Alkohols und des Schwefel-Aethers,11,General Physics and Astronomy,1808,,,9
Untersuchungen über die Zusammensetzung des Alkohols und des Schwefel-Aethers,10,General Physics and Astronomy,1808,,,10
Ueber primÄre Hydronephrose,159,Surgery,1879,3,,1
Ueber feinere Structur der Zellen unter normalen und pathologischen Bedingungen,118,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1879,8,,2
"Art. I.—On the Position of Women in the East, in Olden Time",105,"General Arts and Humanities, Cultural Studies",1879,1,,3
Zur pathologischen Histologie der traumatischen Hodenentzündung,96,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1879,2,,4
Zur Pathologie des Knoten - Aussatzes (Lepra tuberosa),90,"Dermatology, General Medicine",1879,12,,5
Die Aetiologie des pulsirenden Exophthalmos,85,"Cellular and Molecular Neuroscience, Sensory Systems, Ophthalmology",1879,12,,6
Besondere Geschichte,82,,1879,,,7
Mittheilungen aus der königlichen chirurgischen Klinik zu Breslau,81,Surgery,1879,9,,8
"I. On the Genus Actinometra, Müll., with a Morphological Account of a new Species (A.) polymorpha from the Philippine Islands.-Part I.",76,,1879,12,,9
Untersuchungen über die Fettembolie,75,Surgery,1879,9,,10
European Conference of the Nutrition Society,918,"Nutrition and Dietetics, Medicine (miscellaneous)",1947,12,,1
The Preparation and Criteria of Purity of the Amino Acids,893,,1947,,,2
De Negentiende Eeuw,648,,1947,,,3
"The Progress of Greek Epigraphy, 1945–7",642,"Literature and Literary Theory, Linguistics and Language, Archeology, Visual Arts and Performing Arts, Language and Linguistics, Archeology, Classics",1947,11,,4
Cytology and genetics of forage grasses,606,"Plant Science, Ecology, Evolution, Behavior and Systematics",1947,7,,5
The anthocyanin pigments of plants,593,"Plant Science, Ecology, Evolution, Behavior and Systematics",1947,5,,6
The Use of Deuterium in the Analysis of Vibrational Spectra,520,General Physics and Astronomy,1947,4,1,7
De Gouden Eeuw,489,,1947,,,8
Section B. Bacteriology and mycology applied to dairying,444,"Animal Science and Zoology, General Medicine, Food Science",1947,7,,9
Bibliography of Hawaiian Birds since 1890,413,"Animal Science and Zoology, Ecology, Evolution, Behavior and Systematics",1947,1,,10
High-Risk Pregnancy,10053,,2017,11,15,1
A Handbook for the Study of Mental Health,8138,,2017,6,8,2
Mental Health and Terrorism,8138,,2017,6,8,3
Mental Health Policy in the United States: Critical Reflection and Future Directions for Sociological Research,8138,,2017,6,8,4
Sociological Approaches to Mental Illness,8138,,2017,6,8,5
Preventing Adolescent Suicidal Behavior: Integrating Sociology and Public Health,8138,,2017,6,8,6
Marital Status and Mental Health,8138,,2017,6,8,7
Labeling and Stigma,8138,,2017,6,8,8
Mental Illness and the Criminal Justice System,8138,,2017,6,8,9
Theoretical Perspectives on Mental Health and Illness: Introduction to Part I,8138,,2017,6,8,10
On Representations of Centaurs in Greek Vase-Painting,134,"Literature and Literary Theory, Linguistics and Language, Archeology, Visual Arts and Performing Arts, Language and Linguistics, Archeology, Classics",1880,11,,1
Ueber die Vertheilung der Atome in der Molekel,119,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1880,,,2
"III.—<i>On the Process of Decay in Glass, and, incidentally, on the Composition and Texture of Glass at different periods, and the History of its Manufacture</i>",113,General Medicine,1880,,,3
Anleitung zum Studium der Medicin aus den Jahren 1533 und 1340,109,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1880,4,,4
Die Geschichte und Entwickelung des Elektrischen Fernsprechwesens,85,,1880,,,5
"Ueber Lupus und Tuberculose, besonders der Conjunctiva",82,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1880,12,,6
Notizen,81,,1880,5,,7
Studien über pathologische Exsudatbildungen,78,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1880,2,,8
"II. <i>Notes on the Life of Thomas Rainborowe, Officer in the Army and Navy in the service of the Parliament of England</i>",76,General Medicine,1880,,,9
Ueber die Zusammendrückbarkeit der Gase,74,General Physics and Astronomy,1880,,,10
Documenten,312,,1890,,,1
Hautkrankheiten,260,"Dermatology, General Medicine",1890,12,,2
Venerische Krankheiten,235,"Dermatology, General Medicine",1890,12,,3
"A Bibliography of Danish and Swedish Dictionaries, together with a Brief Account of Danish Lexicography",218,"Literature and Literary Theory, Linguistics and Language, Language and Linguistics",1890,,,4
Die Syphilis als Infectionskrankheit vom Standpunkte der modernen Bacteriologie,205,"Dermatology, General Medicine",1890,12,,5
XIX.—<i>On the Development and Life-Histories of the Teleostean Food- and other Fishes</i>,170,"General Earth and Planetary Sciences, General Environmental Science",1890,3,,6
Venerische Krankheiten,139,"Dermatology, General Medicine",1890,12,,7
"Art. VIII.—<i>Notes on the Early History of Northern India</i>. Part IV.<i>Essay on the Pre-Vedic History of India and the Identity of the Early Mythologieṣ of Europe and Asia, founded on a Study of the Brāhmaṇas and of Sacrificial Observances</i>",123,"General Arts and Humanities, Cultural Studies",1890,4,,8
Daendels’ Houding na 12 Juni 1798,120,,1890,,,9
Het Tractaat “De Pretiosis Vestibus„,116,,1890,,,10
Abstracts of Documents in This Supplement,7995,,1977,,,1
Organische Herbizide,2868,,1977,,,2
Bibliography,2583,,1977,,,3
Bibliography,2545,,1977,,,4
Agriculture in the Vital Revolution,2464,,1977,9,8,5
"Monetary, Credit and Banking Systems",2408,,1977,9,8,6
Bibliography,2325,,1977,,,7
Government and Society,2003,,1977,9,8,8
The Changing Patterns of Trade,1994,,1977,9,8,9
The Organization of Industrial Production,1960,,1977,9,8,10
Ueber die Geschwindigkeit des galvanischen Stromes in Telegraphen-Drähten,76,General Physics and Astronomy,1853,,,1
Fünf und zwanzigste Reihe von Experimental-Untersungen über Elektricität,41,General Physics and Astronomy,1853,,,2
"Ueber Pseudomorphosen, nebst Beiträgen zur Charakteristik einiger Arten derselben",28,General Physics and Astronomy,1853,,,3
Chemisch-krystallographische Untersuchungen,28,General Physics and Astronomy,1853,,,4
Ueber gediegen Eisen aus der Keuperformation bei Mühlhausen in Thüringen,26,General Physics and Astronomy,1853,,,5
Ueber den Begriff der Art in der Ornithologie,24,Animal Science and Zoology,1853,1,,6
Ueber die epoptischen Farben der einaxigen Krystallplatten und der dünnen Krystallblättchen im linear-polarisirten Lichte,24,General Physics and Astronomy,1853,,,7
Ueber die Stärke der galvanischen Polarisation,23,General Physics and Astronomy,1853,,,8
Sechs und zwanzigste Reihe von Experimental-Untersuchungen über Elektricität. §. 32. Magnetisches Leitvermögen S. 108. — §. 33. Atmosphärischer Magnetismus S. 130,22,General Physics and Astronomy,1853,,,9
"Bemerkungen über das absolute Gewicht der atmosphärischen Luft in Berlin, so wie über die Vergleichung der preussischen Maasse und Gewichte mit den französischen und englischen",22,General Physics and Astronomy,1853,,,10
Pflanzliche Nahrungs- und Genussmittel,4798,,1903,,,1
Bibliographie der Metalllegierungen,1932,Inorganic Chemistry,1903,4,30,2
Thierische Nahrungs- und Genussmittel,1357,,1903,,,3
"Bestandteile, Eigenschaften und Veränderungen der Milch",717,,1903,3,,4
"Bestandteile, Eigenschaften und Veränderungen der Milch",717,"Surgery, Pediatrics, Perinatology and Child Health",1903,3,,5
Elementaranalyse,507,,1903,,,6
Die Wärme in ihrem Verhältniss zu Zustandsänderungen und Reaktionen,498,,1903,,,7
Nachweis und Bestimmung der Karbonylgruppe,460,,1903,,,8
Nachweis und Bestimmung der Hydroxylgruppe,454,,1903,,,9
Die Elektricität in ihrem Verhältniss zu Zustandsänderungen und Reaktionen,427,,1903,,,10
CHEMICAL MODIFICATION OF STARCH,5073,,2004,,,1
Functional Organization of Dorsal Horn Interneurons,4384,,2004,,,2
LITERATURE CITED,3895,,2004,,,3
References,2994,,2004,,,4
References,2917,,2004,,,5
Cellular Distribution and Functions of P2 Receptor Subtypes in Different Systems,2844,,2004,,,6
